National Provider Identifier,Gender,Provider Type,Count_HCPCS,Avg_Payout_Ratio,Avg_Allowance_Ratio,Avg_Final_amount_received,Avg_Excess_amount_claimed,Avg_Number of Medicare Beneficiaries,Avg_Number of Medicare Beneficiary/Day Services,Sum_Total_amount_claimed,Sum_Total_amount_paid,Sum_Total_amount_allowed,Fraud_Label,Min_Payout_Ratio,Max_Payout_Ratio,Min_Allowance_Ratio,Max_Allowance_Ratio
1003009309,F,Audiologist (billing independently),4,0.295745193958282,0.40455137193203,4866.03259277344,4137.017578125,85,85.5,27198,7733.8701171875,10649.9301757813,No,0.2684496,0.3229457,0.3727129,0.4379253
1003009424,M,Physician Assistant,2,0.228628091514111,0.316218722611666,2714.42492675781,2550.955078125,11,11,6402,973.149993896484,1300.09002685547,No,9.431072e-02,0.3629455,0.1178775,0.51456
1003009630,M,Emergency Medicine,7,0.258404583803245,0.33305204979011,44781.4788992746,39464.7837611607,168.714285714286,176.714285714286,447016,133545.638549805,170762.521972656,No,0.1034789,0.3363664,0.1296498,0.429408
1003009705,F,Family Practice,2,0.218693390488625,0.335973113775253,13786.6252441406,11739.4494628906,57.5,78,35337,7763.75048828125,11858.1000976563,No,0.2163606,0.2210261,0.3350485,0.3368977
1003009754,M,Chiropractic,1,0.629336655139923,0.795382738113403,5956.560546875,3288.2001953125,12,402,16070,10113.439453125,12781.7998046875,No,0.6293367,0.6293367,0.7953827,0.7953827
1003009804,F,Emergency Medicine,5,0.175297866761684,0.226351860165596,31814.774609375,29631.9954101563,96,98.6,197599,38525.1293945313,49439.0211181641,No,0.1160714,0.2180104,0.1451786,0.2754061
1003009853,F,Family Practice,7,0.387870984418052,0.533358354653631,611.280005591256,539.998586927141,45,64.7142857142857,6339.78001785278,2060.81998252869,2559.78991317749,No,0.1989222,0.5399394,0.2,0.8684098
1003009929,F,Physical Therapist,2,0.369146808981895,0.472533598542213,2805.4873046875,2345.57238769531,41.5,77.5,8895,3284.02514648438,4203.85510253906,No,0.3381948,0.4000988,0.4279418,0.5171254
1003009952,F,CRNA,3,0.329519684116046,0.415205284953117,7403.61307779948,6905.78670247396,21.6666666666667,22,27861.5200195313,5650.67980957031,7144.15991210938,No,0.1528451,0.4192808,0.1935106,0.5279989
1003009986,F,Physical Medicine and Rehabilitation,6,0.415509775280952,0.522078737616539,29000.3352661133,24019.6505533854,99.1666666666667,287,289283,115280.988525391,145165.096557617,No,0.366996,0.5699273,0.4663415,0.7124
1003010075,M,Chiropractic,2,0.499933868646622,0.644008547067642,1956.68493652344,1396.40991210938,18,87.5,7705,3791.63012695313,4912.18017578125,No,0.4550564,0.5448114,0.6069039,0.6811132
1003010174,M,Nephrology,1,0.323809683322906,0.419762164354324,5353.50048828125,4593.830078125,19,28,7917.150390625,2563.64990234375,3323.32006835938,No,0.3238097,0.3238097,0.4197622,0.4197622
1003010182,M,CRNA,1,0.218645095825195,0.290534317493439,7969.8203125,7236.5498046875,18,19,10200,2230.17993164063,2963.44995117188,No,0.2186451,0.2186451,0.2905343,0.2905343
1003010208,,Mass Immunization Roster Biller,4,0.999685078859329,0.999685078859329,0.29998779296875,0.29998779296875,73.25,73.25,5678.01995849609,5676.82000732422,5676.82000732422,No,0.9987403,1,0.9987403,1
1003010265,M,General Surgery,4,0.450323857367039,0.615013316273689,2921.09749603271,1981.40995788574,24.5,27,20221,8536.61001586914,12295.360168457,No,0.3900532,0.51,0.5909091,0.6376471
1003010299,M,Anesthesiology,2,0.194908730685711,0.243639245629311,34037.25,31486.0390625,26,67,88482,20407.5,25509.919921875,No,0.152518,0.2372995,0.1906475,0.296631
1003010307,F,Family Practice,7,0.265982836484909,0.311144535030637,8584.94818987165,7665.07800292969,38.8571428571429,50.7142857142857,80761.1572265625,20666.5194396973,27105.6100158691,No,0.2459184,0.3170667,0.25,0.3404565
1003010349,M,Family Practice,13,0.565716071770741,0.66746981556599,2504.25513634315,1282.0774207482,47.2307692307692,67.1538461538462,84433.0000305176,51877.6832351685,67765.9935531616,No,0.3421341,0.82075,0.3421341,0.8519383
1003010356,F,Licensed Clinical Social Worker,1,0.362653076648712,0.453316330909729,4372.2001953125,3750.25,35,35,6860,2487.80004882813,3109.75,No,0.3626531,0.3626531,0.4533163,0.4533163
1003010406,M,Geriatric Medicine,10,0.484536394476891,0.60705873966217,3880.88693237305,2967.37696533203,37.1,48.9,74467,35658.1306762695,44793.2303466797,No,0.4068626,0.7914782,0.5085782,0.9893913
1003010539,M,Emergency Medicine,5,0.227418887615204,0.302180898189545,46285.7255859375,41511.6944824219,197.8,202.4,312465,81036.3781738281,104906.529418945,No,0.1313237,0.2826753,0.1670038,0.3612808
1003010570,F,Internal Medicine,9,0.371061695946587,0.466040753655963,16340.5524495443,13820.7236599392,87.8888888888889,138.888888888889,235648.03125,88583.0592041016,111261.518310547,No,0.3236802,0.4010416,0.41125,0.5041294
1003010661,M,Anesthesiology,9,9.20295729819271e-02,0.115112880141371,58340.8995225694,56707.7196180556,54.3333333333333,54.5555555555556,583697.240234375,58629.1379394531,73327.7694091797,No,0.008125,0.1990279,1.016304e-02,0.2487899
1003010687,M,Dermatology,39,0.327295167705952,0.433188805595422,48901.1899820964,39896.4190235627,364.307692307692,472.333333333333,2945555.10107422,1038408.68409729,1389594.76000977,No,0.1190123,0.4311039,0.1640885,0.5930339
1003010703,M,Otolaryngology,9,0.345916873878903,0.511703120337592,5129.70556640625,3863.98878309462,44,48,74592,28424.649772644,39816.1002044678,No,0.1829969,0.5344884,0.3091304,0.7119149
1003010794,M,General Surgery,4,0.386819547042251,0.483523678034544,9594.29705810547,7693.75561523438,13.5,13.5,68785.8828125,30408.6943969727,38010.860534668,No,6.144302e-02,0.5662132,7.681046e-02,0.7077574
1003010802,F,Physical Medicine and Rehabilitation,3,0.797370811303457,0.99888531366984,25057.8782552083,152.685546875,287,1159,370855.94140625,295682.306640625,370397.884765625,No,0.7958445,0.7991418,0.9987058,0.9990635
1003010810,M,Chiropractic,3,0.487551440795263,0.675814588864644,6987.88948567708,4570.02962239583,67,269.333333333333,39421.0590820313,18457.3901367188,25710.9702148438,No,0.4146234,0.5644245,0.5624896,0.7700896
1003010828,M,Anesthesiology,9,9.14779102636708e-02,0.115252650446362,18048.9578993056,17517.5146484375,22.1111111111111,22.2222222222222,181020,18579.3797607422,23362.3702392578,No,5.37619e-02,0.1384906,6.719048e-02,0.1731128
1003010844,M,Emergency Medicine,4,9.9895641207695e-02,0.128846919164062,183604.832519531,177708.559570313,161.5,169.5,817585.998046875,83166.6845703125,106751.759765625,No,7.542249e-02,0.1216938,0.1019656,0.1523124
1003010893,F,Urology,11,0.276990739967335,0.3931983189488,6437.78597745028,5055.78577215021,82.1818181818182,119.727272727273,107493,36677.3550262451,51879.3564414978,No,1.251872e-02,0.3910309,1.565062e-02,0.5719658
1003010950,F,Internal Medicine,5,0.432066202163696,0.507569307088852,4037.27206420898,3068.49608154297,32.2,63.8,30666,10479.6402893066,15323.5195922852,No,0.2892452,0.5430769,0.49775,0.5430769
1003011008,M,Chiropractic,1,0.401200860738754,0.507000029087067,15383.1494140625,12665.1689453125,41,367,25690,10306.8505859375,13024.8310546875,No,0.4012009,0.4012009,0.507,0.507
1003011065,F,Anesthesiology,6,0.711754540602366,0.945803354183833,1429.23844401042,454.711690266927,23,23.1666666666667,25347.2703857422,16771.8397216797,22619.0002441406,No,0.5983748,0.8000728,0.8246588,1
1003011107,M,Physical Therapist,5,0.352944254875183,0.451458793878555,31578.4983154297,26674.6258300781,112,848,248266,90373.5045166016,114892.870849609,No,0.3168421,0.3759669,0.4048058,0.4776888
1003011214,M,Internal Medicine,14,0.584237907614027,0.743339911103249,3876.53026471819,1457.82868303571,65.1428571428571,116.357142857143,158970.001953125,104698.578125,138560.400390625,No,0.3651365,0.7811751,0.4436667,0.9804
1003011396,M,Pathology,9,0.163432232207722,0.206820133659575,5150.94375949436,4879.39059787326,29.2222222222222,31.1111111111111,55438.7548828125,9080.26094055176,11524.2398834229,No,0.1332617,0.1867304,0.1688095,0.2333782
1003011404,F,Dermatology,20,0.37374716475606,0.485436177253723,12997.7177520752,10938.7401428223,38.6,43,406663.999023438,146709.646682739,187889.197418213,No,0.2139496,0.5313333,0.2741392,0.6731313
1003011438,M,Physician Assistant,3,0.371376087268194,0.479917943477631,9327.77018229167,7712.20345052083,78,80,44782.30078125,16798.9904785156,21645.6904296875,No,0.3190323,0.402686,0.4091936,0.5345113
1003011487,F,Licensed Clinical Social Worker,2,0.348553746938705,0.594928175210953,11840.4951171875,7371.0546875,14.5,146.5,36300,12619.0102539063,21557.890625,No,0.3426781,0.3544294,0.5882609,0.6015954
1003011529,M,Family Practice,7,0.499191837651389,0.625349640846252,2545.09710475377,1518.77864074707,24,41.8571428571429,34513,16697.3202667236,23881.5495758057,No,0.3117045,1,0.3896834,1
1003011560,F,Obstetrics/Gynecology,1,0.346517473459244,0.455944031476974,1868.9599609375,1556,13,20,2860,991.039978027344,1304,No,0.3465175,0.3465175,0.455944,0.455944
1003011578,F,Gastroenterology,16,0.338318375870585,0.438265230506659,26944.0843048096,24857.1607131958,54.6875,63.875,540595.94140625,109490.597595215,142881.370727539,No,0.1058513,0.5236184,0.1386751,0.6931574
1003011610,F,Internal Medicine,8,0.234574109315872,0.303121335804462,9775.64492797852,8793.17858886719,39.75,54.75,101938,23732.8394775391,31592.5700683594,No,0.2164252,0.2403282,0.2935887,0.3236333
1003011727,F,Licensed Clinical Social Worker,1,0.365647494792938,0.640743374824524,12765.7099609375,7229.6796875,47,234,20124,7358.2900390625,12894.3203125,No,0.3656475,0.3656475,0.6407434,0.6407434
1003011743,F,Audiologist (billing independently),2,0.350044012069702,0.455056682229042,1099.21499633789,922.300048828125,25.5,26.5,3389,1190.57000732422,1544.39990234375,No,0.3470172,0.3530708,0.4534884,0.456625
1003011800,M,Endocrinology,8,0.484581936150789,0.637997232377529,7102.69381713867,4893.79721069336,61.25,94.375,109218.000488281,52396.4497070313,70067.6228027344,No,0.4050478,0.612008,0.5063259,0.8207791
1003011834,M,Emergency Medicine,4,0.19571040943265,0.249158009886742,61685.9501953125,57584.9702148438,130.5,144,308313.013671875,61569.2172851563,77973.1303710938,No,0.1701434,0.2063859,0.2225453,0.262058
1003011859,F,General Surgery,5,0.315031051635742,0.427144879102707,4314.37788085938,3588.17993164063,24.2,26,31269,9697.11022949219,13328.1003417969,No,0.3002445,0.3331167,0.4163875,0.445307
1003011917,M,Thoracic Surgery,7,0.323914419327463,0.406927728227207,3157.93722098214,2767.37566266741,14.7142857142857,16,32771,10665.4401245117,13399.3703613281,No,0.1813547,0.350559,0.2328863,0.4381988
1003011933,M,Diagnostic Radiology,84,0.252388933939593,0.336284437704654,5446.41062745594,4886.03811627343,68.7619047619048,77.1071428571429,603933,146434.508171082,193505.793418884,No,0.1845634,0.3194664,0.2622018,0.41
1003011966,M,Anesthesiology,10,0.288404181599617,0.362961015105247,9948.27099609375,8914.71889648438,25,25.6,139752,40269.2895507813,50604.8103027344,No,0.2759396,0.2985207,0.3488891,0.3731514
1003012014,M,Anesthesiology,13,0.239082779448766,0.311988740013196,16994.2032189002,15826.2446899414,45.4615384615385,60.1538461538462,269224,48299.3590698242,63482.8187255859,No,7.386586e-02,0.4702889,9.371622e-02,0.6341476
1003012063,F,Internal Medicine,11,0.327009887857871,0.420828452164477,18118.7050337358,15811.7636496804,51.7272727272727,108.636363636364,296194.758300781,96889.0065917969,122265.35949707,No,0.1271237,0.3748341,0.1588936,0.5440868
1003012113,F,Urology,1,0.176470592617989,0.176470592617989,182,182,11,13,221,39,39,No,0.1764706,0.1764706,0.1764706,0.1764706
1003012154,M,Emergency Medicine,9,0.261487820082241,0.333985331985686,38979.8866577148,34840.0845743815,119.444444444444,124.444444444444,485190.061523438,134371.080047607,171629.291809082,No,0.2254701,0.2855673,0.2818376,0.3593963
1003012162,M,Physician Assistant,4,0.508432008326054,0.64126181602478,29519.9575195313,21563.3188476563,140.5,697.75,239810,121730.169921875,153556.724609375,No,0.4673023,0.5554038,0.5914806,0.6946667
1003012204,M,Family Practice,13,0.32651824504137,0.439611499126141,7560.62319007287,6139.99151611328,53.8461538461538,75.2307692307692,152996,54707.899017334,73176.1104125977,No,0.1077103,0.4914965,0.1263636,0.7506014
1003012246,M,Chiropractic,2,0.671307653188705,0.999861806631088,2317.83471679688,2.1201171875,30.5,240.5,16678.1500244141,12042.4805908203,16673.9097900391,No,0.61088,0.7317353,0.9997236,1
1003012303,M,Obstetrics/Gynecology,2,0.25022279471159,0.404755711555481,2054.60998535156,1635.76495361328,14,18.5,5499,1389.78002929688,2227.47009277344,No,0.2201468,0.2802988,0.4010119,0.4084995
1003012345,M,Anesthesiology,3,0.305394401152929,0.381735036770503,1793.7866414388,1569.33001708984,16.3333333333333,16.3333333333333,8075,2693.63995361328,3367.00993347168,No,0.2392,0.3469032,0.299,0.4336451
1003012352,F,Nurse Practitioner,1,0.20734216272831,0.425050526857376,2511.14013671875,1821.43994140625,12,16,3168,656.859985351563,1346.56005859375,No,0.2073422,0.2073422,0.4250505,0.4250505
1003012428,M,Family Practice,24,0.442394913484653,0.536967422813177,5381.4919090271,3725.5599211057,71.0833333333333,111,219389,90233.1903953552,129975.561879158,No,0.08925,0.7477586,0.1219167,0.7477586
1003012436,M,Psychiatry,1,0.277231782674789,0.529290974140167,14690.484375,9567.3046875,32,163,20325.3046875,5634.8203125,10758,No,0.2772318,0.2772318,0.529291,0.529291
1003012451,F,Internal Medicine,10,0.326246479153633,0.414361596107483,22998.8552124023,20116.6951782227,78.8,111.1,340855,110866.448913574,139688.04284668,No,0.2751475,0.3919658,0.3439344,0.489943
1003012477,M,Pulmonary Disease,23,0.262778202694355,0.334616044090818,10421.3361312203,9428.0769825811,39.9130434782609,57.0434782608696,326190.499908447,86499.7718372345,109344.73147583,No,1.891067e-03,0.4010778,2.363834e-03,0.5074221
1003012600,F,Licensed Clinical Social Worker,1,0.287904739379883,0.493070244789124,24891.2890625,17719.73046875,14,279,34955,10063.7099609375,17235.26953125,No,0.2879047,0.2879047,0.4930702,0.4930702
1003012618,F,Pain Management,7,0.380154579877853,0.523679720503943,12886.8670654297,10663.2355433873,36.4285714285714,108.142857142857,139290.5,49082.4307250977,64647.8511962891,No,0.3280075,0.435488,0.4136788,0.640576
1003012634,M,Psychiatry,2,0.415970802307129,0.537489891052246,29932.3505859375,23712.4150390625,151.5,334,102544,42679.298828125,55119.169921875,No,0.4008832,0.4310584,0.5357248,0.539255
1003012642,F,Otolaryngology,7,0.381113908120564,0.491458918367113,4797.5584891183,3890.37425013951,37,44.7142857142857,54995,21412.0905761719,27762.3802490234,No,0.2987582,0.5646316,0.3931597,0.7057895
1003012717,F,Licensed Clinical Social Worker,2,0.386539459228516,0.575573354959488,35360.9678344727,25010.8000488281,20,277,102490,31768.0604248047,52468.3999023438,No,0.3040032,0.4690757,0.5069845,0.6441622
1003012824,M,General Surgery,1,0.47476190328598,0.593452334403992,661.799987792969,512.25,14,15,1260,598.200012207031,747.75,No,0.4747619,0.4747619,0.5934523,0.5934523
1003012907,F,Family Practice,8,0.42733084782958,0.47819147631526,4472.86246871948,3614.59408950806,132.125,134.625,59967,24184.098815918,31050.2473144531,No,0.3312369,0.5054545,0.3333333,0.5380159
1003012915,F,Psychiatry,4,0.467792935669422,0.643373295664787,13637.3095703125,9968.97265625,70,160,102413,47863.759765625,62537.109375,No,0.3969282,0.5487957,0.5711905,0.7148063
1003012931,M,Internal Medicine,14,0.273754282721451,0.34332242075886,45585.4799979074,40910.1970214844,80.8571428571429,190.214285714286,893710,255513.280273438,320967.235473633,No,0.18396,0.3360583,0.22996,0.423725
1003012949,F,Podiatry,3,0.205672437946002,0.267130399743716,18240.5642903646,16714.7001953125,29.3333333333333,68.6666666666667,70198,15476.3072509766,20053.9002685547,No,0.1664727,0.2259408,0.218,0.2925411
1003012956,F,Anesthesiology,3,7.73768275976181e-02,9.6721147497495e-02,30178.8033854167,29548.5065104167,20.3333333333333,20.3333333333333,98100,7563.58972167969,9454.47998046875,No,7.641507e-02,7.896476e-02,9.551818e-02,9.870709e-02
1003012980,M,Physical Therapist,9,0.594414018922382,0.74565679497189,3014.31101142036,1947.59110514323,39.4444444444444,188.555555555556,64634.7998046875,37506.0007629395,47106.4798583984,No,0.3667984,0.7992095,0.4584981,0.9988143
1003013004,F,Family Practice,2,0.415824845433235,0.415824845433235,672.955001831055,672.955001831055,37.5,56.5,2498,1152.09000396729,1152.09000396729,No,0.3533334,0.4783163,0.3533334,0.4783163
1003013020,F,Diagnostic Radiology,8,0.228113915771246,0.275118241086602,1692.82499313354,1634.78001213074,42.25,42.625,19422.8000488281,5880.19985198975,6344.5599937439,No,0.1176923,0.37946,0.1568421,0.3818681
1003013061,F,Nurse Practitioner,3,0.138911532859008,0.205620874961217,38646.2801106771,36130.2259114583,113,124.666666666667,136395,20456.1602783203,28004.3203125,No,0.1052355,0.1633131,0.2021739,0.2110316
1003013079,M,Nurse Practitioner,2,0.322062790393829,0.569622069597244,2208.98492431641,1442.92993164063,25,25,6662,2244.03002929688,3776.14013671875,No,0.2872017,0.3569239,0.5630065,0.5762376
1003013129,M,Diagnostic Radiology,25,0.246255806088448,0.310577176213264,3612.57324249268,3321.32196685791,29.04,31.88,118079,27764.6683197021,35045.9502487183,No,0.1347087,0.6216667,0.1716058,0.7766666
1003013137,F,Physician Assistant,2,0.218520648777485,0.300282225012779,3109.15014648438,2785.80017089844,17.5,23.5,7980.00024414063,1761.69995117188,2408.39996337891,No,0.1961393,0.240902,0.2850975,0.315467
1003013152,M,Anesthesiology,12,0.102625114222368,0.12929349206388,10908.3973388672,10618.140238444,21.25,21.3333333333333,144091,13190.2299194336,16673.3199462891,No,7.025852e-02,0.1680658,8.782543e-02,0.2100823
1003013160,M,Family Practice,16,0.498703508637846,0.599291930906475,5252.4855298996,2957.75741910934,86.125,138.6875,160304.998046875,76265.2279987335,112980.879739761,No,0.079225,1,0.107075,1
1003013236,F,Nurse Practitioner,10,0.29225343503058,0.357849161326885,4512.22724151611,3258.6170211792,79.4,101.1,70691,25568.7275114059,38104.8298311234,No,3.395833e-02,0.61075,0.04625,0.610841
1003013335,M,Anesthesiology,22,0.196777844632214,0.252563807097348,12572.2534360019,11650.87430087,31.5909090909091,41.2272727272727,344856.081298828,68266.5035400391,88536.8475494385,No,6.315122e-02,0.298724,7.89331e-02,0.3811579
1003013343,F,Family Practice,3,0.192865863442421,0.292313133676847,10948.877360026,9338.63199869792,35.6666666666667,69.6666666666667,42259.875,9413.24261474609,14243.9779663086,No,0.1250382,0.2389569,0.1680818,0.3611765
1003013384,M,Dermatology,21,0.494085529020854,0.636107904570443,9931.08880905878,7018.01613071987,90.6666666666667,99.2380952380952,427985.624511719,219432.757446289,280607.286132813,No,0.1307651,0.7735664,0.1871696,0.9735227
1003013392,M,Urology,9,0.377798623508877,0.486966245704227,4266.63556925456,3447.94002278646,66.2222222222222,80.6666666666667,64147,25747.2795181274,33115.5399169922,No,0.2542917,0.4588597,0.2986667,0.5957894
1003013442,M,Anesthesiology,3,0.148228541016579,0.206236491600672,6735.79772949219,6321.99438476563,12,13,23952.6922607422,3745.29931640625,4986.70928955078,No,0.1374084,0.1675453,0.2018856,0.2094322
1003013475,F,Licensed Clinical Social Worker,1,0.418736964464188,0.711833953857422,8960.1689453125,4442.0791015625,11,120,15414.9990234375,6454.830078125,10972.919921875,No,0.418737,0.418737,0.711834,0.711834
1003013533,M,Ophthalmology,10,0.221841035038233,0.334720922261477,18767.3970214844,17022.5556152344,43.5,46.6,233758.000244141,46084.0302734375,63532.4393310547,No,9.148515e-02,0.319508,0.119802,0.4554238
1003013574,F,Clinical Psychologist,2,0.444908380508423,0.639488279819489,6034.66528320313,3990.64038085938,20,61,19680,7610.669921875,11698.7192382813,No,0.3306242,0.5591925,0.5510242,0.7279524
1003013582,F,Family Practice,9,0.382995906803343,0.508850557936562,6979.03670925564,5481.37561035156,48.8888888888889,71.5555555555556,98169,35357.6697998047,48836.6195068359,No,0.2916403,0.4313537,0.4414667,0.5474709
1003013608,F,Nurse Practitioner,3,0.721271951993307,0.862858831882477,1064.05000813802,523.296712239583,196.666666666667,1007,13444,10251.8499755859,11874.1098632813,No,0.5804385,1,0.7927015,1
1003013616,F,Neurology,3,0.375629186630249,0.47893621524175,6598.97005208333,5461.00642903646,35,40.6666666666667,32035,12238.08984375,15651.9807128906,No,0.3534516,0.3940195,0.4417813,0.4975472
1003013632,F,Podiatry,15,0.415402312080065,0.537396172682444,6094.5129313151,4618.99129638672,66,94.8,167950,76532.3063964844,98665.1307983398,No,0.2252174,0.7415828,0.2815217,0.9387692
1003013657,M,General Surgery,12,0.54435758292675,0.705999113619328,6939.50617472331,5103.9025777181,48.5833333333333,51.3333333333333,159218.580566406,75944.5074462891,97971.7491455078,No,0.2576103,0.7230854,0.3220221,0.9832283
1003013673,F,Endocrinology,3,0.448021392027537,0.576340079307556,4242.06005859375,3287.16337076823,26.3333333333333,26.3333333333333,22604,9877.81982421875,12742.5098876953,No,0.4263565,0.468098,0.5558168,0.6111729
1003013715,F,Physical Medicine and Rehabilitation,3,0.146676604946454,0.183345158894857,17036.2106119792,16307.2332356771,16.3333333333333,46.3333333333333,59857,8748.36987304688,10935.3002929688,No,0.1445909,0.1490705,0.1807426,0.1863381
1003013723,M,Internal Medicine,6,0.384603296717008,0.484387710690498,17087.9845987956,14266.5695495605,83.1666666666667,153,166937.99609375,64410.0904846191,81338.5787963867,No,0.3744383,0.398841,0.4756579,0.4985445
1003013756,M,Family Practice,3,0.607846756776174,0.967352390289307,5170.30013020833,591.813252766927,119.666666666667,228.666666666667,43789,28278.099609375,42013.5602416992,No,0.5243055,0.6579573,0.9582363,0.983125
1003013780,,Ambulance Service Supplier,3,0.597274551788966,0.747166772683462,384577.966634115,293291.244303385,142.666666666667,3643.33333333333,2238060.40234375,1084326.50244141,1358186.66943359,No,0.480416,0.6798843,0.6017842,0.8498608
1003013814,M,Pathology,13,0.199530183122708,0.249473254267986,10588.9959904597,10004.0231370192,57.9230769230769,61.9230769230769,167852.612121582,30195.6651153564,37800.3100891113,No,0.1438397,0.2649091,0.180707,0.3311157
1003013830,M,Diagnostic Radiology,48,0.232314293195183,0.309814850411688,3808.55747826894,3461.58427556356,59.3541666666667,60.7916666666667,245820.219726563,63009.4595174789,79664.1737337112,No,3.179332e-02,0.8,4.065702e-02,1
1003013848,M,Diagnostic Radiology,59,0.237742759792481,0.305161889074212,5545.56501479068,5101.86357536962,46.5084745762712,49.5423728813559,422328.88684082,95140.5526099205,121318.935543299,No,4.689952e-02,0.4645,5.861962e-02,0.5806667
1003013921,M,General Practice,6,0.365194469690323,0.47077402472496,33314.5569661458,29414.2259114583,108,109,283389,83501.6630859375,106903.65234375,No,0.2056032,0.5114285,0.2975926,0.6592857
